name,cik,start_date,business_city,business_stateOrCountry,business_stateOrCountryDescription,business_street1,business_street2,business_zipCode,category,description,ein,entityType,exchanges,fiscalYearEnd,flags,insiderTransactionForIssuerExists,insiderTransactionForOwnerExists,mailing_city,mailing_stateOrCountry,mailing_stateOrCountryDescription,mailing_street1,mailing_street2,mailing_zipCode,ownerOrg,phone,sic,sicDescription,stateOfIncorporation,stateOfIncorporationDescription,tickers
AMERICAN BATTERY TECHNOLOGY Co,0001576873,2013-05-22,RENO,NV,NV,100 WASHINGTON STREET,SUITE 100,89503,Non-accelerated filer<br>Smaller reporting company,,331227980,operating,['Nasdaq'],0630,,1,0,RENO,NV,NV,100 WASHINGTON STREET,SUITE 100,89503,01 Energy & Transportation,775-473-4744,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),NV,NV,['ABAT']
"Stitch Fix, Inc.",0001576942,2017-06-09,SAN FRANCISCO,CA,CA,1 MONTGOMERY STREET,SUITE 1500,94104,Accelerated filer,,275026540,operating,['Nasdaq'],0802,,1,0,SAN FRANCISCO,CA,CA,1 MONTGOMERY STREET,SUITE 1500,94104,07 Trade & Services,415-882-7765,5961,Retail-Catalog & Mail-Order Houses,DE,DE,['SFIX']
"Century Communities, Inc.",0001576940,2013-05-14,GREENWOOD VILLAGE,CO,CO,"8390 E. CRESCENT PKWY., SUITE 650",,80111,Large accelerated filer,,680521411,operating,['NYSE'],1231,,1,0,GREENWOOD VILLAGE,CO,CO,"8390 E. CRESCENT PKWY., SUITE 650",,80111,05 Real Estate & Construction,303.770.8300,1531,Operative Builders,DE,DE,['CCS']
"Acumen Pharmaceuticals, Inc.",0001576885,2013-05-15,CHARLOTTESVILLE,VA,VA,427 PARK ST.,,22902,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,,364108129,operating,['Nasdaq'],1231,,1,0,CHARLOTTESVILLE,VA,VA,427 PARK ST.,,22902,03 Life Sciences,925-368-8508,2836,"Biological Products, (No Diagnostic Substances)",DE,DE,['ABOS']
Wix.com Ltd.,0001576789,2013-05-30,TEL AVIV,L3,Israel,5 YUNITSMAN ST.,,000000,Large accelerated filer,,000000000,other,['Nasdaq'],1231,,0,0,TEL AVIV,L3,Israel,5 YUNITSMAN ST.,,000000,06 Technology,97235454900,7370,"Services-Computer Programming, Data Processing, Etc.",L3,Israel,['WIX']
Ardmore Shipping Corp,0001577437,2013-05-24,HAMILTON,D0,Bermuda,69 PITTS BAY ROAD,,HM08,Accelerated filer,,000000000,other,['NYSE'],1231,,0,0,HAMILTON,D0,Bermuda,69 PITTS BAY ROAD,,HM08,01 Energy & Transportation,441-405-7800,4412,Deep Sea Foreign Transportation of  Freight,1T,Marshall Islands,['ASC']
"XY Labs, Inc.",0001577351,2013-05-21,SAN DIEGO,CA,CA,740 13TH STREET,#224,92101,,,000000000,other,['OTC'],1231,,0,0,SAN DIEGO,CA,CA,740 13TH STREET,#224,92101,04 Manufacturing,866-200-5685,3669,"Communications Equipment, NEC",DE,DE,['XYLB']
"Terra Income Fund 6, LLC",0001577134,2013-06-13,NEW YORK,NY,NY,205 WEST 28TH STREET,12TH FLOOR,10001,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['NYSE'],1231,,1,0,NEW YORK,NY,NY,205 WEST 28TH STREET,12TH FLOOR,10001,05 Real Estate & Construction,212-753-5100,6798,Real Estate Investment Trusts,MD,MD,['TFSA']
Odysight.ai Inc.,0001577445,2013-05-29,SCOTTSDALE,AZ,AZ,"14201 N. HAYDEN ROAD, SUITE A-1",,85260,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,SCOTTSDALE,AZ,AZ,"14201 N. HAYDEN ROAD, SUITE A-1",,85260,08 Industrial Applications and Services,480-659-6404,3827,Optical Instruments & Lenses,,,['ODYS']
"C3.ai, Inc.",0001577526,2013-05-29,REDWOOD CITY,CA,CA,1400 SEAPORT BLVD,,94063,Large accelerated filer,,263999357,operating,['NYSE'],0430,,1,0,REDWOOD CITY,CA,CA,1400 SEAPORT BLVD,,94063,06 Technology,650-503-2200,7372,Services-Prepackaged Software,DE,DE,['AI']
Alibaba Group Holding Ltd,0001577552,2014-05-06,CAUSEWAY BAY,K3,Hong Kong,26/F TOWER ONE,"TIMES SQUARE, 1 MATHESON STREET",00000,Large accelerated filer,,000000000,other,"['NYSE', 'OTC', 'OTC']",,,0,1,CAUSEWAY BAY,K3,Hong Kong,26/F TOWER ONE,"TIMES SQUARE, 1 MATHESON STREET",00000,07 Trade & Services,852-2215-5100,7389,"Services-Business Services, NEC",K3,Hong Kong,"['BABA', 'BABAF', 'BBAAY']"
"Premier, Inc.",0001577916,2013-05-31,CHARLOTTE,NC,NC,13034 BALLANTYNE CORPORATE PLACE,,28277,Large accelerated filer,,000000000,operating,['Nasdaq'],0630,,1,0,CHARLOTTE,NC,NC,13034 BALLANTYNE CORPORATE PLACE,,28277,07 Trade & Services,704-357-0022,8741,Services-Management Services,,,['PINC']
Ladder Capital Corp,0001577670,2013-06-28,NEW YORK,NY,NY,"320 PARK AVENUE, 15TH FLOOR",,10022,Large accelerated filer,,800925494,operating,['NYSE'],1231,,1,0,NEW YORK,NY,NY,"320 PARK AVENUE, 15TH FLOOR",,10022,05 Real Estate & Construction,212-715-3170,6798,Real Estate Investment Trusts,DE,DE,['LADR']
"Investcorp Credit Management BDC, Inc.",0001578348,2013-07-09,NEW YORK,NY,NY,280 PARK AVENUE,39TH FLOOR,10017,Non-accelerated filer,,462883380,operating,['Nasdaq'],0630,,1,0,NEW YORK,NY,NY,280 PARK AVENUE,39TH FLOOR,10017,,212-388-5813,,,MD,MD,['ICMB']
Dynagas LNG Partners LP,0001578453,2013-07-10,MONACO,O9,Monaco,"23, RUE BASSE",,98000,Accelerated filer,,000000000,other,"['NYSE', 'NYSE', 'NYSE']",1231,,0,0,MONACO,O9,Monaco,"23, RUE BASSE",,98000,01 Energy & Transportation,011 377 99996430,4400,Water Transportation,1T,Marshall Islands,"['DLNG', 'DLNG-PA', 'DLNG-PB']"
ArrowMark Financial Corp.,0001578987,2013-06-14,DENVER,CO,CO,"100 FILLMORE STREET, SUITE 325",,80206,,,900934878,other,['Nasdaq'],,,1,0,DENVER,CO,CO,"100 FILLMORE STREET, SUITE 325",,80206,,(303) 398-2929,,,DE,DE,['BANX']
"Marcus & Millichap, Inc.",0001578732,2013-06-14,CALABASAS,CA,CA,23975 PARK SORRENTO,SUITE 400,91302,Large accelerated filer,,352478370,operating,['NYSE'],1231,,1,0,CALABASAS,CA,CA,23975 PARK SORRENTO,SUITE 400,91302,05 Real Estate & Construction,818-212-2250,6531,Real Estate Agents & Managers (For Others),,,['MMI']
Maplebear Inc.,0001579091,2013-06-12,SAN FRANCISCO,CA,CA,"50 BEALE STREET, SUITE 600",,94105,Large accelerated filer,,460723335,operating,['Nasdaq'],1231,,1,0,SAN FRANCISCO,CA,CA,"50 BEALE STREET, SUITE 600",,94105,07 Trade & Services,(888) 246-7822,7389,"Services-Business Services, NEC",DE,DE,['CART']
"Axsome Therapeutics, Inc.",0001579428,2013-06-19,NEW YORK,NY,NY,"ONE WORLD TRADE CENTER, 29TH FLOOR",,10007,Large accelerated filer,,454241907,operating,['Nasdaq'],1231,,1,0,NEW YORK,NY,NY,"ONE WORLD TRADE CENTER, 29TH FLOOR",,10007,03 Life Sciences,(212) 332-3241,2834,Pharmaceutical Preparations,DE,DE,['AXSM']
"Burlington Stores, Inc.",0001579298,2013-06-27,BURLINGTON,NJ,NJ,1830 ROUTE 130 NORTH,,08016,Large accelerated filer,,800895227,operating,['NYSE'],0201,,1,0,BURLINGTON,NJ,NJ,1830 ROUTE 130 NORTH,,08016,07 Trade & Services,6093877800,5311,Retail-Department Stores,DE,DE,['BURL']
VINCE HOLDING CORP.,0001579157,2013-07-12,NEW YORK,NY,NY,500 FIFTH AVENUE,20TH FLOOR,10110,Non-accelerated filer<br>Smaller reporting company,,753264870,operating,['NYSE'],0201,,1,0,NEW YORK,NY,NY,500 FIFTH AVENUE,20TH FLOOR,10110,07 Trade & Services,212-515-2600,5600,Retail-Apparel & Accessory Stores,DE,DE,['VNCE']
"Emerald Holding, Inc.",0001579214,2013-07-02,SAN JUAN CAPISTRANO,CA,CA,31910 DEL OBISPO STREET,SUITE 200,92675,Accelerated filer<br>Smaller reporting company,,421775077,operating,['NYSE'],1231,,1,0,SAN JUAN CAPISTRANO,CA,CA,31910 DEL OBISPO STREET,SUITE 200,92675,07 Trade & Services,949-226-5700,7389,"Services-Business Services, NEC",DE,DE,['EEX']
Allegion plc,0001579241,2013-06-17,DUBLIN 2,L2,Ireland,BLOCK D IVEAGH COURT,HARCOURT ROAD,00000,Large accelerated filer,,981108930,operating,['NYSE'],1231,,1,0,CARMEL,IN,IN,"C/O SCHLAGE LOCK COMPANY, LLC",11819 N. PENNSYLVANIA STREET,46032,07 Trade & Services,(317) 810-3700,7381,"Services-Detective, Guard & Armored Car Services",L2,Ireland,['ALLE']
OUTFRONT Media Inc.,0001579877,2013-06-27,NEW YORK,NY,NY,90 PARK AVENUE,9TH FLOOR,10016,Large accelerated filer,,000000000,operating,['NYSE'],1231,,1,0,NEW YORK,NY,NY,90 PARK AVENUE,9TH FLOOR,10016,05 Real Estate & Construction,212-297-6400,6798,Real Estate Investment Trusts,MD,MD,['OUT']
"Gannett Co., Inc.",0001579684,2013-09-27,PITTSFORD,NY,NY,"175 SULLY'S TRAIL, SUITE 203",,14534-4560,Accelerated filer,,000000000,operating,['NYSE'],1231,,1,0,PITTSFORD,NY,NY,"175 SULLY'S TRAIL, SUITE 203",,14534-4560,04 Manufacturing,(585) 598-0030,2711,Newspapers: Publishing or  Publishing & Printing,,,['GCI']
"Vital Farms, Inc.",0001579733,2013-06-24,AUSTIN,TX,TX,3601 SOUTH CONGRESS AVENUE,SUITE C100,78704,Large accelerated filer,,270496985,operating,['Nasdaq'],1231,,1,0,AUSTIN,TX,TX,3601 SOUTH CONGRESS AVENUE,SUITE C100,78704,04 Manufacturing,(877) 455-3063,2000,Food and Kindred Products,DE,DE,['VITL']
"BIORA THERAPEUTICS, INC.",0001580063,2013-06-27,SAN DIEGO,CA,CA,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,92122,<br>Emerging growth company,,273950390,operating,['OTC'],1231,,1,0,SAN DIEGO,CA,CA,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,92122,03 Life Sciences,855-293-2639,2834,Pharmaceutical Preparations,DE,DE,['BIORQ']
TriplePoint Venture Growth BDC Corp.,0001580345,2013-07-10,MENLO PARK,CA,CA,2755 SAND HILL ROAD,SUITE 150,94025,Accelerated filer,,463082016,operating,['NYSE'],1231,,1,0,MENLO PARK,CA,CA,2755 SAND HILL ROAD,SUITE 150,94025,,(650) 854-2090,,,MD,MD,['TPVG']
"Right On Brands, Inc.",0001580262,2013-07-01,ROWLETT,TX,TX,"6501 DALROCK ROAD, SUITE 100",,75089,Non-accelerated filer<br>Smaller reporting company,,451994478,operating,['OTC'],0331,,1,0,ROWLETT,TX,TX,"6501 DALROCK ROAD, SUITE 100",,75089,07 Trade & Services,214-736-7252,5900,Retail-Miscellaneous Retail,NV,NV,['RTON']
Libero Copper & Gold Corp,0001580110,2013-06-26,VANCOUVER,A1,"British Columbia, Canada","1111 WEST HASTINGS STREET, SUITE 905",,V6E 2J3,,,000000000,other,['OTC'],,,0,0,VANCOUVER,A1,"British Columbia, Canada","1111 WEST HASTINGS STREET, SUITE 905",,V6E 2J3,,778-372-2553,,,A1,"British Columbia, Canada",['LBCMF']
BIOVIE INC.,0001580149,2013-07-02,CARSON CITY,NV,NV,680 W NYE LANE,SUITE 201,89703,Non-accelerated filer<br>Smaller reporting company,,462510769,operating,['Nasdaq'],0630,,1,0,CARSON CITY,NV,NV,680 W NYE LANE,SUITE 201,89703,03 Life Sciences,775-888-3162,2834,Pharmaceutical Preparations,NV,NV,['BIVI']
I-ON Digital Corp.,0001580490,2013-07-03,CHICAGO,IL,IL,1244 N. STONE ST.,UNIT #3,60610,Non-accelerated filer<br>Smaller reporting company,,463031328,operating,['OTC'],1231,,1,0,CHICAGO,IL,IL,1244 N. STONE ST.,UNIT #3,60610,04 Manufacturing,866-440-2278,2082,Malt Beverages,DE,DE,['IONI']
Flywire Corp,0001580560,2013-07-08,BOSTON,MA,MA,"141 TREMONT STREET, SUITE 10",,02111,Large accelerated filer,,270690799,operating,['Nasdaq'],1231,,1,0,BOSTON,MA,MA,"141 TREMONT STREET, SUITE 10",,02111,07 Trade & Services,617-329-4524,7389,"Services-Business Services, NEC",DE,DE,['FLYW']
"Installed Building Products, Inc.",0001580905,2013-12-09,COLUMBUS,OH,OH,"495 SOUTH HIGH STREET, SUITE 50",,43215,Large accelerated filer,,453707650,operating,['NYSE'],1231,,1,0,COLUMBUS,OH,OH,"495 SOUTH HIGH STREET, SUITE 50",,43215,05 Real Estate & Construction,614-221-3399,1520,General Bldg Contractors - Residential Bldgs,DE,DE,['IBP']
"A10 Networks, Inc.",0001580808,2013-07-10,SAN JOSE,CA,CA,2300 ORCHARD PKWY,,95131,Large accelerated filer,,201446869,operating,['NYSE'],1231,,1,0,SAN JOSE,CA,CA,2300 ORCHARD PKWY,,95131,06 Technology,(408) 325-8668,3576,Computer Communications Equipment,DE,DE,['ATEN']
"LGI Homes, Inc.",0001580670,2013-07-10,THE WOODLANDS,TX,TX,"1450 LAKE ROBBINS DRIVE, SUITE 430",,77380,Large accelerated filer,,463088013,operating,['Nasdaq'],1231,,1,0,THE WOODLANDS,TX,TX,"1450 LAKE ROBBINS DRIVE, SUITE 430",,77380,05 Real Estate & Construction,(281) 362-8998,1531,Operative Builders,DE,DE,['LGIH']
Stone Ridge Trust II,0001581005,2013-07-18,NEW YORK,NY,NY,ONE VANDERBILT AVENUE,65TH FL.,10017,,,000000000,other,[None],1031,,0,0,NEW YORK,NY,NY,ONE VANDERBILT AVENUE,65TH FL.,10017,,(855) 609-3680,,,DE,DE,['SRRIX']
"Vroom, Inc.",0001580864,2013-07-05,HOUSTON,TX,TX,"3600 W SAM HOUSTON PKWY S, FLOOR 4",,77042,Non-accelerated filer<br>Smaller reporting company,,901112566,operating,['Nasdaq'],1231,,1,0,HOUSTON,TX,TX,"3600 W SAM HOUSTON PKWY S, FLOOR 4",,77042,07 Trade & Services,646-979-4746,5500,Retail-Auto Dealers & Gasoline Stations,,,['VRM']
Brunello Cucinelli S.p.A./ADR,0001581285,2013-07-15,NEW YORK,NY,NY,120 BROADWAY,32ND FLOOR,10271,,,000000000,other,"['OTC', 'OTC']",,,0,0,NEW YORK,NY,NY,120 BROADWAY,32ND FLOOR,10271,International Corp Fin,212-238-3128,,,,,"['BCUCY', 'BCUCF']"
Twist Bioscience Corp,0001581280,2013-07-12,SOUTH SAN FRANCISCO,CA,CA,681 GATEWAY BLVD.,,94080,Large accelerated filer,,462058888,operating,['Nasdaq'],0930,,1,0,SOUTH SAN FRANCISCO,CA,CA,681 GATEWAY BLVD.,,94080,03 Life Sciences,800-719-0671,2836,"Biological Products, (No Diagnostic Substances)",DE,DE,['TWST']
Brixmor Property Group Inc.,0001581068,2013-07-18,NEW YORK,NY,NY,100 PARK AVENUE,,10017,Large accelerated filer,,452433192,operating,['NYSE'],1231,,1,0,NEW YORK,NY,NY,100 PARK AVENUE,,10017,05 Real Estate & Construction,(212) 869-3000,6798,Real Estate Investment Trusts,DE,DE,['BRX']
"RE/MAX Holdings, Inc.",0001581091,2013-07-12,DENVER,CO,CO,5075 SOUTH SYRACUSE STREET,,80237,Accelerated filer,,800937145,operating,['NYSE'],1231,,1,0,DENVER,CO,CO,5075 SOUTH SYRACUSE STREET,,80237,05 Real Estate & Construction,(303)770-5531,6531,Real Estate Agents & Managers (For Others),CO,CO,['RMAX']
EUPRAXIA PHARMACEUTICALS INC.,0001581178,2013-07-11,VICTORIA,A1,"British Columbia, Canada",201-2067 CADBORO BAY RD.,,V8R 5G4,<br>Emerging growth company,,000000000,other,['Nasdaq'],1231,,0,0,VICTORIA,A1,"British Columbia, Canada",201-2067 CADBORO BAY RD.,,V8R 5G4,03 Life Sciences,250-590-3968,2834,Pharmaceutical Preparations,A1,"British Columbia, Canada",['EPRX']
Navigator Holdings Ltd.,0001581804,2013-07-18,LONDON,X0,United Kingdom,VERDE BUILDING,10 BRESSENDEN PLACE,SW1E 5DH,Accelerated filer,,000000000,other,['NYSE'],1231,,0,0,LONDON,X0,United Kingdom,VERDE BUILDING,10 BRESSENDEN PLACE,SW1E 5DH,01 Energy & Transportation,44 (0) 20 7340 4852,4412,Deep Sea Foreign Transportation of  Freight,1T,Marshall Islands,['NVGS']
PLAINS GP HOLDINGS LP,0001581990,2013-07-29,HOUSTON,TX,TX,333 CLAY ST,SUITE 1600,77002,Large accelerated filer,,000000000,operating,['Nasdaq'],1231,,1,1,HOUSTON,TX,TX,333 CLAY ST,SUITE 1600,77002,01 Energy & Transportation,713-646-4100,4610,Pipe Lines (No Natural Gas),DE,DE,['PAGP']
"Life360, Inc.",0001581760,2013-07-19,SAN MATEO,CA,CA,"1900 SOUTH NORFOLK STREET, SUITE 310",,94403,Large accelerated filer,,000000000,operating,"['Nasdaq', 'OTC']",1231,,1,0,SAN MATEO,CA,CA,"1900 SOUTH NORFOLK STREET, SUITE 310",,94403,06 Technology,415-484-5244,7374,Services-Computer Processing & Data Preparation,DE,DE,"['LIF', 'LIFX']"
Xenon Pharmaceuticals Inc.,0001582313,2013-08-16,BURNABY,A1,"British Columbia, Canada",200 - 3650 GILMORE WAY,,V5G 48W,Large accelerated filer,,980661854,operating,['Nasdaq'],1231,,1,0,BURNABY,A1,"British Columbia, Canada",200 - 3650 GILMORE WAY,,V5G 48W,03 Life Sciences,(604) 484-3300,2834,Pharmaceutical Preparations,A1,"British Columbia, Canada",['XENE']
"Matinas BioPharma Holdings, Inc.",0001582554,2013-07-25,BEDMINSTER,NJ,NJ,1545 ROUTE 206 SOUTH,SUITE 302,07921,Non-accelerated filer<br>Smaller reporting company,,463011414,operating,['NYSE'],1231,,1,0,BEDMINSTER,NJ,NJ,1545 ROUTE 206 SOUTH,SUITE 302,07921,03 Life Sciences,908-484-8805,2834,Pharmaceutical Preparations,DE,DE,['MTNB']
voxeljet AG,0001582581,2013-08-12,FRIEDBERG,2M,Germany,PAUL-LENZ STRASSE 1,,86316,Non-accelerated filer,,000000000,other,['OTC'],1231,,0,0,FRIEDBERG,2M,Germany,PAUL-LENZ STRASSE 1,,86316,06 Technology,(49) 821 7483 100,3555,Printing Trades Machinery & Equipment,2M,Germany,['VJTTY']
"DigitalOcean Holdings, Inc.",0001582961,2013-07-31,BROOMFIELD,CO,CO,105 EDGEVIEW DRIVE,SUITE 425,80021,Large accelerated filer,,000000000,operating,['NYSE'],1231,,1,0,BROOMFIELD,CO,CO,105 EDGEVIEW DRIVE,SUITE 425,80021,06 Technology,6468274366,7370,"Services-Computer Programming, Data Processing, Etc.",DE,DE,['DOCN']
"CareCloud, Inc.",0001582982,2013-09-09,SOMERSET,NJ,NJ,7 CLYDE ROAD,SOMERSET,08873,Non-accelerated filer<br>Smaller reporting company,,223832302,operating,"['Nasdaq', 'Nasdaq']",1231,,1,0,SOMERSET,NJ,NJ,7 CLYDE ROAD,SOMERSET,08873,06 Technology,7328735133,7372,Services-Prepackaged Software,DE,DE,"['CCLD', 'CCLDO']"
"Theravance Biopharma, Inc.",0001583107,2013-08-01,"GEORGE TOWN, GRAND CAYMAN",E9,Cayman Islands,"UGLAND HOUSE, SOUTH CHURCH STREET",,KY1-1104,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,"GEORGE TOWN, GRAND CAYMAN",E9,Cayman Islands,"UGLAND HOUSE, SOUTH CHURCH STREET",,KY1-1104,03 Life Sciences,650-808-6000,2834,Pharmaceutical Preparations,E9,Cayman Islands,['TBPH']
"Hepion Pharmaceuticals, Inc.",0001583771,2013-08-08,EDISON,NJ,NJ,399 THORNALL STREET,FIRST FLOOR,08837,Non-accelerated filer<br>Smaller reporting company,,462783806,operating,"['Nasdaq', 'OTC']",1231,,1,0,EDISON,NJ,NJ,399 THORNALL STREET,FIRST FLOOR,08837,03 Life Sciences,732-902-4000,2834,Pharmaceutical Preparations,DE,DE,"['HEPA', 'CTRVP']"
"PALVELLA THERAPEUTICS, INC.",0001583648,2013-08-20,WAYNE,PA,PA,125 STRAFFORD AVE,SUITE 360,19087,Non-accelerated filer<br>Smaller reporting company,,300784346,operating,['Nasdaq'],1231,,1,1,WAYNE,PA,PA,125 STRAFFORD AVE,SUITE 360,19087,03 Life Sciences,(484) 253-1461,2834,Pharmaceutical Preparations,NV,NV,['PVLA']
"SentinelOne, Inc.",0001583708,2013-08-06,MOUNTAIN VIEW,CA,CA,444 CASTRO STREET,SUITE 400,94041,Large accelerated filer,,990385461,operating,['NYSE'],0131,,1,0,MOUNTAIN VIEW,CA,CA,444 CASTRO STREET,SUITE 400,94041,06 Technology,855-868-3733,7372,Services-Prepackaged Software,DE,DE,['S']
IceCure Medical Ltd.,0001584371,2013-09-12,CAESAREA,L3,Israel,"7 HA'ESHEL ST., POB 3163",,38900,Non-accelerated filer<br>Emerging growth company,,000000000,other,['Nasdaq'],1231,,0,0,CAESAREA,L3,Israel,"7 HA'ESHEL ST., POB 3163",,38900,08 Industrial Applications and Services,972-4-6230333,3841,Surgical & Medical Instruments & Apparatus,L3,Israel,['ICCM']
"Startech Labs, Inc.",0001584480,2013-08-16,NEW YORK CITY,NY,NY,244 MADISON AVENUE,,10016-2817,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,,000000000,operating,['OTC'],0531,,0,0,NEW YORK CITY,NY,NY,244 MADISON AVENUE,,10016-2817,06 Technology,(802) 255-4212,7372,Services-Prepackaged Software,NV,NV,['LAAB']
"OneMain Holdings, Inc.",0001584207,2013-08-16,EVANSVILLE,IN,IN,601 N.W. SECOND STREET,,47708,Large accelerated filer,,463348401,operating,['NYSE'],1231,,1,0,EVANSVILLE,IN,IN,601 N.W. SECOND STREET,,47708,02 Finance,(812) 424-8031,6141,Personal Credit Institutions,DE,DE,['OMF']
Aramark,0001584509,2013-09-09,PHILADELPHIA,PA,PA,2400 MARKET STREET,,19103,Large accelerated filer,,208236097,operating,['NYSE'],1003,,1,1,PHILADELPHIA,PA,PA,2400 MARKET STREET,,19103,07 Trade & Services,215-238-3000,5812,Retail-Eating  Places,DE,DE,['ARMK']
GREENPOWER MOTOR Co INC.,0001584547,2013-08-15,VANCOUVER,A1,"British Columbia, Canada",#240 - 209 CARRALL STREET,,V6B 2J2,Non-accelerated filer<br>Emerging growth company,,000000000,other,['Nasdaq'],0331,,1,0,VANCOUVER,A1,"British Columbia, Canada",#240 - 209 CARRALL STREET,,V6B 2J2,04 Manufacturing,604-220-8048,3713,Truck & Bus Bodies,A1,"British Columbia, Canada",['GP']
"Village Farms International, Inc.",0001584549,2013-09-03,LAKE MARY,FL,FL,90 COLONIAL CENTER PKWY,,32746,Accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,LAKE MARY,FL,FL,90 COLONIAL CENTER PKWY,,32746,08 Industrial Applications and Services,4079361190,0100,Agricultural Production-Crops,A6,"Ontario, Canada",['VFF']
"Akoustis Technologies, Inc.",0001584754,2014-01-21,HUNTERSVILLE,NC,NC,"9805 NORTHCROSS CENTER COURT, SUITE A",,28078,Non-accelerated filer<br>Smaller reporting company,,331229046,operating,['OTC'],0630,,1,0,HUNTERSVILLE,NC,NC,"9805 NORTHCROSS CENTER COURT, SUITE A",,28078,04 Manufacturing,7026054086,3661,Telephone & Telegraph Apparatus,DE,DE,['AKTSQ']
"Atacama Resources International, Inc.",0001584618,2013-08-16,ORLANDO,FL,FL,1317 EDGEWATER DRIVE,SUITE 2510,32804,Smaller reporting company,,463105245,operating,['OTC'],1231,,1,0,ORLANDO,FL,FL,1317 EDGEWATER DRIVE,SUITE 2510,32804,01 Energy & Transportation,780-512-3805,1000,Metal Mining,FL,FL,['ACRL']
OXBRIDGE RE HOLDINGS Ltd,0001584831,2013-08-23,GEORGETOWN,E9,Cayman Islands,"SUITE 201, 42 EDWARD STREET",P.O. BOX 469,KY1-9006,Non-accelerated filer<br>Smaller reporting company,,981150254,operating,"['Nasdaq', 'Nasdaq']",1231,,1,0,GEORGETOWN,E9,Cayman Islands,"SUITE 201, 42 EDWARD STREET",P.O. BOX 469,KY1-9006,02 Finance,345-749-7570,6331,"Fire, Marine & Casualty Insurance",E9,Cayman Islands,"['OXBR', 'OXBRW']"
Healthcare Integrated Technologies Inc.,0001584693,2013-08-20,KNOXVILLE,TN,TN,1462 RUDDER LANE,,37919,<br>Emerging growth company,,463052781,operating,['OTC'],0731,,1,0,KNOXVILLE,TN,TN,1462 RUDDER LANE,,37919,07 Trade & Services,865-237-4448,7900,Services-Amusement & Recreation Services,NV,NV,['HITC']
PERRIGO Co plc,0001585364,2013-08-28,DUBLIN 2,L2,Ireland,THE SHARP BUILDING,HOGAN PLACE,D02 TY74,Large accelerated filer,,000000000,operating,['NYSE'],1231,,1,1,ALLEGAN,MI,MI,515 EASTERN AVENUE,,49010,03 Life Sciences,269-673-8451,2834,Pharmaceutical Preparations,L2,Ireland,['PRGO']
"Greene Concepts, Inc",0001585380,2013-08-28,CLOVIS,CA,CA,1865 HERNDON AVENUE,SUITE K358,93611,,,743101465,other,['OTC'],0731,,0,0,CLOVIS,CA,CA,1865 HERNDON AVENUE,SUITE K358,93611,04 Manufacturing,559-494-1000,2086,Bottled & Canned Soft Drinks & Carbonated Waters,NY,NY,['INKW']
"SmartStop Self Storage REIT, Inc.",0001585389,2013-09-04,LADERA RANCH,CA,CA,10 TERRACE ROAD,,92694,Non-accelerated filer,,461722812,operating,"['NYSE', 'OTC', 'OTC']",1231,,1,0,LADERA RANCH,CA,CA,10 TERRACE ROAD,,92694,05 Real Estate & Construction,949 429 6600,6798,Real Estate Investment Trusts,MD,MD,"['SMA', 'STSFF', 'SSST']"
"Zoom Communications, Inc.",0001585521,2013-09-04,SAN JOSE,CA,CA,"55 ALMADEN BOULEVARD, 6TH FLOOR",,95113,Large accelerated filer,,611648780,operating,['Nasdaq'],0131,,1,0,SAN JOSE,CA,CA,"55 ALMADEN BOULEVARD, 6TH FLOOR",,95113,06 Technology,(888) 799-9666,7370,"Services-Computer Programming, Data Processing, Etc.",DE,DE,['ZM']
"Jaguar Health, Inc.",0001585608,2013-09-05,SAN FRANCISCO,CA,CA,200 PINE STREET SUITE 400,,94104,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,SAN FRANCISCO,CA,CA,200 PINE STREET SUITE 400,,94104,03 Life Sciences,415-371-8300,2834,Pharmaceutical Preparations,DE,DE,['JAGX']
Hilton Worldwide Holdings Inc.,0001585689,2013-09-12,MCLEAN,VA,VA,"7930 JONES BRANCH DRIVE, SUITE 1100",,22102,Large accelerated filer,,274384691,operating,['NYSE'],1231,,1,1,MCLEAN,VA,VA,"7930 JONES BRANCH DRIVE, SUITE 1100",,22102,05 Real Estate & Construction,703-883-1000,7011,Hotels & Motels,DE,DE,['HLT']
Gabelli Global Small & Mid Cap Value Trust,0001585855,2013-09-11,RYE,NY,NY,ONE CORPORATE CENTER,,10580,,,000000000,other,['NYSE'],1231,,1,0,RYE,NY,NY,ONE CORPORATE CENTER,,10580,,914-921-5100,,,DE,DE,['GGZ']
